TREENUM,SURVEYDATE,SPECIES_CODE,COMMONNAME,DBH1_in,TOTHT_ft,CROWNWIDTHNS_ft,CROWNWIDTHEW_ft,BOTANICAL,TreeStatus,CanopyRadius_ft
10000,2012-10-26,PITA,Loblolly pine,3.6,22,8,8,Pinus taeda,Active,4
10001,2012-10-26,PITA,Loblolly pine,3.5,25,7,10,Pinus taeda,Active,5
10002,2012-10-26,PITA,Loblolly pine,3.7,26,10,11,Pinus taeda,Active,6
10003,2012-10-26,PITA,Loblolly pine,2.6,21,8,9,Pinus taeda,Active,4
10004,2012-10-26,QUSH,Shumard oak,3,22,13,14,Quercus shumardii,Active,7
10005,2012-10-26,PITA,Loblolly pine,3.1,21,7,8,Pinus taeda,Active,4
10006,2012-10-26,LITU,Tulip tree,1.5,21,7,10,Liriodendron tulipifera,Active,5
10007,2012-10-26,FRPE,Green ash,2.6,15,15,13,Fraxinus pennsylvanica,Active,8
10008,2012-10-26,PITA,Loblolly pine,4.2,22,12,10,Pinus taeda,Active,6
10009,2012-10-26,PITA,Loblolly pine,3.9,27,11,10,Pinus taeda,Active,6
10010,2012-10-26,QUSH,Shumard oak,3.4,19,15,12,Quercus shumardii,Active,8
10011,2012-10-26,MOAL,White mulberry,2.2,15,12,9,Morus alba,Active,6
10012,2012-10-26,MOAL,White mulberry,1.5,12,7,7,Morus alba,Active,4
10013,2012-10-26,MOAL,White mulberry,1.6,11,11,8,Morus alba,Active,6
10014,2012-10-26,MOAL,White mulberry,1.4,11,8,7,Morus alba,Active,4
10015,2012-10-26,MOAL,White mulberry,2.8,12,13,14,Morus alba,Active,7
10016,2012-10-26,PITA,Loblolly pine,4.1,26,11,12,Pinus taeda,Active,6
10017,2012-10-26,PITA,Loblolly pine,4.5,26,10,13,Pinus taeda,Active,6
10018,2012-10-26,MOAL,White mulberry,2.3,11,11,12,Morus alba,Active,6
10019,2012-10-26,MOAL,White mulberry,3.6,15,13,13,Morus alba,Active,6
10020,2012-10-26,QUSH,Shumard oak,2.8,21,12,11,Quercus shumardii,Active,6
10021,2012-10-26,MOAL,White mulberry,2.2,14,16,13,Morus alba,Active,8
10022,2012-10-26,QUPH,Willow oak,3,17,15,14,Quercus phellos,Active,8
10023,2012-10-26,QUSH,Shumard oak,3.1,22,14,15,Quercus shumardii,Active,8
10024,2012-10-26,QUPH,Willow oak,2.3,19,12,13,Quercus phellos,Active,6
10025,2012-10-26,CELA,Sugarberry,1.6,7,8,11,Celtis laevigata,Active,6
10026,2012-10-26,MOAL,White mulberry,2.9,9,12,12,Morus alba,Active,6
10027,2012-10-26,MOAL,White mulberry,2,13,13,10,Morus alba,Active,6
10028,2012-10-26,MOAL,White mulberry,2.1,17,11,11,Morus alba,Active,6
10029,2012-10-26,QUSH,Shumard oak,3.5,19,18,13,Quercus shumardii,Active,9
10030,2012-10-26,LITU,Tulip tree,3.9,29,10,10,Liriodendron tulipifera,Active,5
10031,2012-10-26,PITA,Loblolly pine,4.4,33,10,7,Pinus taeda,Active,5
10032,2012-10-26,QUPH,Willow oak,2.6,24,11,8,Quercus phellos,Active,6
10033,2012-10-26,QUSH,Shumard oak,2.7,19,10,9,Quercus shumardii,Active,5
10034,2012-10-26,PITA,Loblolly pine,2.2,11,8,10,Pinus taeda,Active,5
10035,2012-10-26,PITA,Loblolly pine,4.2,21,7,9,Pinus taeda,Active,4
10036,2012-10-26,QUNI,Water oak,3.6,21,12,13,Quercus nigra,Active,6
10037,2012-10-26,PITA,Loblolly pine,4,25,10,13,Pinus taeda,Active,6
10038,2012-10-26,ACRU,Red maple,4.3,24,13,17,Acer rubrum,Active,8
10039,2012-10-26,PITA,Loblolly pine,1.6,11,-1,-1,Pinus taeda,Active,2
10040,2012-10-26,QUNI,Water oak,2.9,25,12,13,Quercus nigra,Active,6
10041,2012-10-26,PITA,Loblolly pine,2.3,15,8,9,Pinus taeda,Active,4
10042,2012-10-26,QUST,Post oak,5.1,24,15,16,Quercus stellata,Active,8
10043,2012-10-26,ACRU,Red maple,4.9,26,16,16,Acer rubrum,Active,8
10044,2012-10-26,ACRU,Red maple,4.6,34,16,18,Acer rubrum,Active,9
10045,2012-10-26,ACRU,Red maple,4,24,15,14,Acer rubrum,Active,8
10046,2012-10-26,QUSH,Shumard oak,3.4,20,15,12,Quercus shumardii,Active,8
10047,2012-10-26,LITU,Tulip tree,3.5,29,13,12,Liriodendron tulipifera,Active,6
10048,2012-10-26,FRPE,Green ash,3.3,17,12,16,Fraxinus pennsylvanica,Active,8
10049,2012-10-26,QUPH,Willow oak,4,21,11,16,Quercus phellos,Active,8
10050,2012-10-26,LITU,Tulip tree,3.6,28,9,10,Liriodendron tulipifera,Active,5
10051,2012-10-26,PITA,Loblolly pine,4.7,30,11,12,Pinus taeda,Active,6
10052,2012-10-26,PITA,Loblolly pine,4.3,21,11,13,Pinus taeda,Active,6
10053,2012-10-26,PITA,Loblolly pine,4.3,24,11,10,Pinus taeda,Active,6
10054,2012-10-26,PITA,Loblolly pine,4.8,24,11,13,Pinus taeda,Active,6
10055,2012-10-26,QUSH,Shumard oak,3.4,22,15,16,Quercus shumardii,Active,8
10056,2012-10-26,MOAL,White mulberry,2.1,15,10,10,Morus alba,Active,5
10057,2012-10-26,QUPH,Willow oak,2.6,19,12,13,Quercus phellos,Active,6
10058,2012-10-26,LITU,Tulip tree,3.1,22,15,16,Liriodendron tulipifera,Active,8
10059,2012-10-26,PITA,Loblolly pine,3.5,22,8,10,Pinus taeda,Active,5
10060,2012-10-26,PITA,Loblolly pine,3.5,23,8,8,Pinus taeda,Active,4
10061,2012-10-26,PITA,Loblolly pine,3.8,26,8,8,Pinus taeda,Active,4
10062,2012-10-26,QUSH,Shumard oak,3.2,24,16,12,Quercus shumardii,Active,8
10063,2012-10-26,PITA,Loblolly pine,3.8,26,10,10,Pinus taeda,Active,5
10064,2012-10-26,ACRU,Red maple,3.5,23,13,11,Acer rubrum,Active,6
10065,2012-10-26,FRPE,Green ash,1.3,11,8,6,Fraxinus pennsylvanica,Active,4
10066,2012-10-26,LITU,Tulip tree,3.5,24,13,13,Liriodendron tulipifera,Active,6
10067,2012-10-26,LITU,Tulip tree,3.4,26,12,11,Liriodendron tulipifera,Active,6
10068,2012-10-26,PITA,Loblolly pine,5.2,24,11,13,Pinus taeda,Active,6
10069,2012-10-26,PITA,Loblolly pine,3.8,23,7,9,Pinus taeda,Active,4
10070,2012-10-26,QUNI,Water oak,2.1,22,9,10,Quercus nigra,Active,5
10071,2012-10-26,PITA,Loblolly pine,4,24,9,8,Pinus taeda,Active,4
10072,2012-10-26,LITU,Tulip tree,2.3,24,-1,-1,Liriodendron tulipifera,Active,2
10073,2012-10-26,LIST,Sweetgum,2.4,24,7,7,Liquidambar styraciflua,Active,4
10074,2012-10-26,ACNE,Boxelder,5.4,29,19,23,Acer negundo,Active,12
10075,2012-10-26,QUNI,Water oak,2.4,18,9,14,Quercus nigra,Active,7
10076,2012-10-26,PITA,Loblolly pine,3.9,22,11,12,Pinus taeda,Active,6
10077,2012-10-26,PITA,Loblolly pine,3.9,26,10,12,Pinus taeda,Active,6
10078,2012-10-26,ACNE,Boxelder,4,22,11,12,Acer negundo,Active,6
10079,2012-10-26,QUST,Post oak,5,27,18,15,Quercus stellata,Active,9
10080,2012-10-26,QUSH,Shumard oak,3.5,26,12,14,Quercus shumardii,Active,7
10081,2012-10-26,ACRU,Red maple,4.7,26,16,17,Acer rubrum,Active,8
10082,2012-10-26,FRPE,Green ash,4,25,15,14,Fraxinus pennsylvanica,Active,8
10083,2012-10-26,FRPE,Green ash,3.1,19,15,14,Fraxinus pennsylvanica,Active,8
10084,2012-10-26,PITA,Loblolly pine,3.8,26,11,12,Pinus taeda,Active,6
10085,2012-10-26,PITA,Loblolly pine,3.5,20,11,9,Pinus taeda,Active,6
10086,2012-10-26,QUNU,Texas red oak,3.9,21,16,12,Quercus texana,Active,8
10087,2012-10-26,PITA,Loblolly pine,2.5,14,9,11,Pinus taeda,Active,6
10088,2012-10-26,ACRU,Red maple,3.9,30,17,15,Acer rubrum,Active,8
10089,2012-10-26,LIST,Sweetgum,3.3,20,12,11,Liquidambar styraciflua,Active,6
10090,2012-10-26,LITU,Tulip tree,3.6,26,14,14,Liriodendron tulipifera,Active,7
10091,2012-10-26,DIVI,Common persimmon,1.8,21,9,10,Diospyros virginiana,Active,5
10092,2012-10-26,LIST,Sweetgum,4,22,10,12,Liquidambar styraciflua,Active,6
10093,2012-10-26,PITA,Loblolly pine,3.6,24,9,7,Pinus taeda,Active,4
10094,2012-10-26,PITA,Loblolly pine,3,21,6,7,Pinus taeda,Active,4
10095,2012-10-26,PITA,Loblolly pine,3.3,21,9,11,Pinus taeda,Active,6
10096,2012-10-26,FRPE,Green ash,3.7,25,9,12,Fraxinus pennsylvanica,Active,6
10097,2012-10-26,LIST,Sweetgum,1.7,18,10,8,Liquidambar styraciflua,Active,5
10098,2012-10-26,ACRU,Red maple,4.4,32,15,19,Acer rubrum,Active,10
10099,2012-10-26,ACRU,Red maple,4.3,28,11,13,Acer rubrum,Active,6
10100,2012-10-26,QUNI,Water oak,2.3,23,13,12,Quercus nigra,Active,6
10101,2012-10-26,LI9,sweetgum spp,3.1,24,12,12,Liquidambar,Active,6
10102,2012-10-26,QUPH,Willow oak,3.9,25,15,11,Quercus phellos,Active,8
10103,2012-10-26,QUPH,Willow oak,2.6,20,11,9,Quercus phellos,Active,6
10104,2012-10-26,LIST,Sweetgum,3.8,33,18,22,Liquidambar styraciflua,Active,11
10105,2012-10-26,NYSY,Black tupelo,2,9,10,8,Nyssa sylvatica,Active,5
10106,2012-10-26,ACRU,Red maple,4.3,23,13,14,Acer rubrum,Active,7
10107,2012-10-26,ACNE,Boxelder,4.3,25,19,16,Acer negundo,Active,10
10108,2012-10-26,ACRU,Red maple,2,14,10,12,Acer rubrum,Active,6
10109,2012-10-26,PITA,Loblolly pine,3.5,20,9,9,Pinus taeda,Active,4
10110,2012-10-26,PITA,Loblolly pine,4.1,24,10,13,Pinus taeda,Active,6
10111,2012-10-26,FRPE,Green ash,4,23,12,14,Fraxinus pennsylvanica,Active,7
10112,2012-10-26,QUPH,Willow oak,4.7,25,11,16,Quercus phellos,Active,8
10113,2012-10-26,QUST,Post oak,5.1,24,18,18,Quercus stellata,Active,9
10114,2012-10-26,FRPE,Green ash,3.5,24,17,12,Fraxinus pennsylvanica,Active,8
10115,2012-10-26,FRPE,Green ash,3.1,16,12,9,Fraxinus pennsylvanica,Active,6
10116,2012-10-26,PITA,Loblolly pine,4.6,30,11,10,Pinus taeda,Active,6
10117,2012-10-26,PITA,Loblolly pine,4.9,33,13,10,Pinus taeda,Active,6
10118,2012-10-26,LITU,Tulip tree,2.6,23,12,12,Liriodendron tulipifera,Active,6
10119,2012-10-26,QUSH,Shumard oak,2.7,21,12,13,Quercus shumardii,Active,6
10120,2012-10-26,QUSH,Shumard oak,3.3,25,13,13,Quercus shumardii,Active,6
10121,2012-10-26,QUSH,Shumard oak,1.6,17,11,12,Quercus shumardii,Active,6
10122,2012-10-26,PITA,Loblolly pine,3.8,24,12,10,Pinus taeda,Active,6
10123,2012-10-26,PITA,Loblolly pine,3,17,10,9,Pinus taeda,Active,5
10124,2012-10-26,LITU,Tulip tree,3.9,24,11,12,Liriodendron tulipifera,Active,6
10125,2012-10-26,PITA,Loblolly pine,5,26,13,11,Pinus taeda,Active,6
10126,2012-10-26,PITA,Loblolly pine,3.9,24,10,9,Pinus taeda,Active,5
10127,2012-10-26,ACRU,Red maple,4.7,30,14,13,Acer rubrum,Active,7
10128,2012-10-26,PITA,Loblolly pine,3.7,28,9,8,Pinus taeda,Active,4
10129,2012-10-26,PITA,Loblolly pine,3.8,33,9,8,Pinus taeda,Active,4
10130,2012-10-26,QUNI,Water oak,2.3,19,11,8,Quercus nigra,Active,6
10131,2012-10-26,MORU,Red mulberry,4.7,13,9,12,Morus rubra,Active,6
10132,2012-10-26,QUSH,Shumard oak,4.7,25,14,16,Quercus shumardii,Active,8
10133,2012-10-26,NYOG,Ogeechee tupelo,2,9,8,10,Nyssa ogeche,Active,5
10134,2012-10-26,FRPE,Green ash,2.9,23,9,12,Fraxinus pennsylvanica,Active,6
10135,2012-10-26,ULRU,Slippery elm,1.4,16,12,15,Ulmus rubra,Active,8
10136,2012-10-26,ACRU,Red maple,5.1,31,24,19,Acer rubrum,Active,12
10137,2012-10-26,LITU,Tulip tree,5,31,16,18,Liriodendron tulipifera,Active,9
10138,2012-10-27,QUSH,Shumard oak,17.7,55,51,44,Quercus shumardii,Active,26
10139,2012-10-27,LAIN,Common crapemyrtle,5.9,23,24,21,Lagerstroemia indica,Active,12
10140,2012-10-27,LAIN,Common crapemyrtle,6,24,24,18,Lagerstroemia indica,Active,12
10141,2012-10-27,LAIN,Common crapemyrtle,6.3,23,22,20,Lagerstroemia indica,Active,11
10142,2012-10-27,ACNE,Boxelder,17.8,43,38,36,Acer negundo,Active,19
10143,2012-10-27,CELA,Sugarberry,29,53,48,59,Celtis laevigata,Active,30
10144,2012-10-27,PRYE,Yoshino flowering cherry,8.4,13,19,20,Prunus yedoensis,Active,10
10145,2012-10-27,PRYE,Yoshino flowering cherry,6.5,12,17,23,Prunus yedoensis,Active,12
10146,2012-10-27,PRYE,Yoshino flowering cherry,9.8,15,23,19,Prunus yedoensis,Active,12
10147,2012-10-27,PRYE,Yoshino flowering cherry,9.1,13,24,20,Prunus yedoensis,Active,12
10148,2012-10-27,PRYE,Yoshino flowering cherry,7.8,13,15,19,Prunus yedoensis,Active,10
10149,2012-10-27,PRYE,Yoshino flowering cherry,16.9,23,34,24,Prunus yedoensis,Active,17
10150,2012-10-27,QULY,Overcup oak,6.5,23,19,16,Quercus lyrata,Active,10
10151,2012-10-27,ACRU,Red maple,12,36,33,31,Acer rubrum,Active,16
10152,2012-10-27,BENI,River birch,5.3,27,34,23,Betula nigra,Active,17
10153,2012-10-27,BENI,River birch,4.7,23,22,18,Betula nigra,Active,11
10154,2012-10-27,BENI,River birch,4.7,23,31,23,Betula nigra,Active,16
10155,2012-10-27,BENI,River birch,6.5,26,28,23,Betula nigra,Active,14
10156,2012-10-27,BENI,River birch,4.3,27,24,24,Betula nigra,Active,12
10157,2012-10-27,BENI,River birch,7.6,33,26,32,Betula nigra,Active,16
10158,2012-10-27,BENI,River birch,7.2,29,36,38,Betula nigra,Active,19
10159,2012-10-27,ACRU,Red maple,9.9,30,28,26,Acer rubrum,Active,14
10160,2012-10-27,ACRU,Red maple,10.1,34,27,28,Acer rubrum,Active,14
10161,2012-10-27,ACRU,Red maple,8.3,31,22,22,Acer rubrum,Active,11
10162,2012-10-27,COFL,Flowering dogwood,8.8,19,24,22,Cornus florida,Active,12
10163,2012-10-27,ACSA2,Sugar maple,6.9,28,17,15,Acer saccharum,Active,8
10164,2012-10-27,ILOP,American holly,6.9,22,17,22,Ilex opaca,Active,11
10165,2012-10-27,ILOP,American holly,11,24,17,18,Ilex opaca,Active,9
10166,2012-10-27,ILOP,American holly,7.2,18,16,14,Ilex opaca,Active,8
10167,2012-10-27,ACRU,Red maple,8.9,34,25,29,Acer rubrum,Active,14
10168,2012-10-27,ACPA,Japanese maple,5.1,19,20,16,Acer palmatum,Active,10
10169,2012-10-27,ACPA,Japanese maple,3.1,11,14,17,Acer palmatum,Active,8
10170,2012-10-27,QUNI,Water oak,27.7,61,57,41,Quercus nigra,Active,28
10171,2012-10-27,CAIL,Pecan,22.5,56,49,68,Carya illinoinensis,Active,34
10172,2012-10-27,QUPH,Willow oak,23.5,54,44,47,Quercus phellos,Active,24
10173,2012-10-27,PRYE,Yoshino flowering cherry,8.7,18,19,19,Prunus yedoensis,Active,10
10174,2012-10-27,ACRU,Red maple,12,38,22,23,Acer rubrum,Active,12
10175,2012-10-27,ACRU,Red maple,7.9,33,17,16,Acer rubrum,Active,8
10176,2012-10-27,ACRU,Red maple,8.5,37,15,16,Acer rubrum,Active,8
10177,2012-10-27,QUNI,Water oak,27.4,47,32,39,Quercus nigra,Active,20
10178,2012-10-27,PRYE,Yoshino flowering cherry,9.4,17,17,16,Prunus yedoensis,Active,8
10179,2012-10-27,QUPH,Willow oak,24.6,54,37,36,Quercus phellos,Active,18
10180,2012-10-27,PR,plum spp,9,11,24,22,Prunus,Active,12
10181,2012-10-27,PYCA,Callery pear,14.7,32,22,24,Pyrus calleryana,Active,12
10182,2012-10-27,QUNI,Water oak,2.6,11,5,5,Quercus nigra,Active,2
10183,2012-10-27,ILVO,Yaupon,2.5,11,4,5,Ilex vomitoria,Active,2
10184,2012-10-27,ILVO,Yaupon,3.5,12,12,9,Ilex vomitoria,Active,6
10185,2012-10-27,ILVO,Yaupon,2,8,6,4,Ilex vomitoria,Removed,3
10186,2012-10-27,PRYE,Yoshino flowering cherry,6.7,13,19,17,Prunus yedoensis,Active,10
10187,2012-10-27,QUPH,Willow oak,20.8,49,35,34,Quercus phellos,Active,18
10188,2012-10-27,ZESE,Japanese zelkova,15.4,30,27,34,Zelkova serrata,Active,17
10189,2012-10-27,ZESE,Japanese zelkova,10.2,26,28,30,Zelkova serrata,Active,15
10190,2012-10-27,ZESE,Japanese zelkova,12,26,32,34,Zelkova serrata,Active,17
10191,2012-10-27,ZESE,Japanese zelkova,8.8,25,26,28,Zelkova serrata,Active,14
10192,2012-10-27,ZESE,Japanese zelkova,15.4,32,40,38,Zelkova serrata,Active,20
10193,2012-10-27,ACRU,Red maple,10.5,35,30,26,Acer rubrum,Active,15
10194,2012-10-27,ACRU,Red maple,14.6,40,30,28,Acer rubrum,Active,15
10195,2012-10-27,LAIN,Common crapemyrtle,3.8,14,21,23,Lagerstroemia indica,Active,12
10196,2012-10-27,LAIN,Common crapemyrtle,3.8,22,20,20,Lagerstroemia indica,Active,10
10197,2012-10-27,ILSP,holly spp,10.3,14,12,11,Ilex,Active,6
10198,2012-10-27,ILSP,holly spp,4.2,12,12,10,Ilex,Active,6
10199,2012-10-27,ILSP,holly spp,10.3,13,12,13,Ilex,Active,6
10200,2012-10-27,MAVI,Sweetbay,3.5,7,4,4,Magnolia virginiana,Active,2
10201,2012-10-27,MAVI,Sweetbay,3,8,5,4,Magnolia virginiana,Active,2
10202,2012-10-27,MAVI,Sweetbay,2.1,8,3,3,Magnolia virginiana,Active,2
10203,2012-10-27,MAVI,Sweetbay,1.7,13,8,7,Magnolia virginiana,Active,4
10204,2012-10-27,MAVI,Sweetbay,2.4,13,8,8,Magnolia virginiana,Active,4
10205,2012-10-27,MAVI,Sweetbay,1,12,5,5,Magnolia virginiana,Active,2
10206,2012-10-27,MAVI,Sweetbay,2.7,13,6,7,Magnolia virginiana,Active,4
10207,2012-10-27,MAVI,Sweetbay,1.6,8,3,3,Magnolia virginiana,Active,2
10208,2012-10-27,MAVI,Sweetbay,3,13,7,7,Magnolia virginiana,Active,4
10209,2012-10-27,ILSP,holly spp,10.4,17,15,16,Ilex,Active,8
10210,2012-10-27,ILSP,holly spp,2.8,14,14,14,Ilex,Active,7
10211,2012-10-27,ILSP,holly spp,7.8,16,12,13,Ilex,Active,6
10212,2012-10-27,COFL,Flowering dogwood,5.8,14,17,14,Cornus florida,Active,8
10213,2012-10-27,COFL,Flowering dogwood,5.8,13,18,14,Cornus florida,Active,9
10214,2012-10-27,COFL,Flowering dogwood,5,10,8,9,Cornus florida,Active,4
10215,2012-10-27,ILSP,holly spp,4.9,16,14,17,Ilex,Active,8
10216,2012-10-27,ILSP,holly spp,4.4,17,15,13,Ilex,Active,8
10217,2012-10-27,QUNI,Water oak,25.6,58,64,62,Quercus nigra,Active,32
10218,2012-10-27,COFL,Flowering dogwood,4,7,16,15,Cornus florida,Active,8
10219,2012-10-27,MASO,Saucer magnolia,4.2,21,15,21,Magnolia x soulangiana,Active,10
10220,2012-10-27,ACPA,Japanese maple,7.2,13,18,19,Acer palmatum,Active,10
10221,2012-10-27,ACPA,Japanese maple,4,17,18,12,Acer palmatum,Active,9
10222,2012-10-27,ILSP,holly spp,10.9,14,14,13,Ilex,Active,7
10223,2012-10-27,PRSE2,Kwanzan cherry,7.7,17,20,17,Prunus serrulata,Active,10
10224,2012-10-27,QUNI,Water oak,27.6,51,62,60,Quercus nigra,Active,31
10225,2012-10-27,LAIN,Common crapemyrtle,10.6,21,17,16,Lagerstroemia indica,Active,8
10226,2012-10-27,LAIN,Common crapemyrtle,6.9,21,17,18,Lagerstroemia indica,Active,9
10227,2012-10-27,LAIN,Common crapemyrtle,7.5,16,15,12,Lagerstroemia indica,Active,8
10228,2012-10-27,LAIN,Common crapemyrtle,9.9,17,13,14,Lagerstroemia indica,Active,7
10229,2012-10-27,LAIN,Common crapemyrtle,7.1,16,13,11,Lagerstroemia indica,Active,6
10230,2012-10-27,PRSE2,Kwanzan cherry,6.7,14,14,14,Prunus serrulata,Removed,7
10231,2012-10-27,LAIN,Common crapemyrtle,11.5,16,12,12,Lagerstroemia indica,Active,6
10232,2012-10-27,LAIN,Common crapemyrtle,10.1,16,18,14,Lagerstroemia indica,Active,9
10233,2012-10-27,LAIN,Common crapemyrtle,9.2,15,18,17,Lagerstroemia indica,Active,9
10234,2012-10-27,PRSE2,Kwanzan cherry,6.3,15,15,15,Prunus serrulata,Active,8
10235,2012-10-27,PRSE2,Kwanzan cherry,7.8,14,17,19,Prunus serrulata,Active,10
10236,2012-10-27,PRSE2,Kwanzan cherry,9.3,16,16,18,Prunus serrulata,Active,9
10237,2012-10-27,PRPE2,Peach,7.3,11,17,16,Prunus persica,Active,8
10238,2012-10-27,PYCA,Callery pear,10.4,30,25,21,Pyrus calleryana,Active,12
10239,2012-10-27,PYCA,Callery pear,11.9,32,25,30,Pyrus calleryana,Active,15
10240,2012-10-27,PRSE2,Kwanzan cherry,5.5,13,16,14,Prunus serrulata,Active,8
10241,2012-10-27,PRSE2,Kwanzan cherry,7.4,15,18,16,Prunus serrulata,Active,9
10242,2012-10-29,PIVI,Virginia pine,11.1,45,19,22,Pinus virginiana,Active,11
10243,2012-10-29,PIVI,Virginia pine,13.3,47,29,28,Pinus virginiana,Active,14
10244,2012-10-29,PIVI,Virginia pine,14.5,40,25,30,Pinus virginiana,Active,15
10245,2012-10-29,CRJA,Japanese red cedar,2.1,12,5,5,Cryptomeria japonica,Active,2
10246,2012-10-29,CRJA,Japanese red cedar,1.5,12,4,4,Cryptomeria japonica,Active,2
10247,2012-10-29,CRJA,Japanese red cedar,4.6,23,11,10,Cryptomeria japonica,Active,6
10248,2012-10-29,LAIN,Common crapemyrtle,3.5,16,12,12,Lagerstroemia indica,Active,6
10249,2012-10-29,LAIN,Common crapemyrtle,2.8,16,15,14,Lagerstroemia indica,Active,8
10250,2012-10-29,PIVI,Virginia pine,8.9,36,22,19,Pinus virginiana,Active,11
10251,2012-10-29,PIVI,Virginia pine,10.7,42,20,19,Pinus virginiana,Active,10
10252,2012-10-29,PIVI,Virginia pine,14.5,47,21,22,Pinus virginiana,Active,11
10253,2012-10-29,PIVI,Virginia pine,10.7,42,19,18,Pinus virginiana,Active,10
10254,2012-10-29,PIVI,Virginia pine,17.1,45,24,26,Pinus virginiana,Active,13
10255,2012-10-29,PIVI,Virginia pine,14.2,43,20,27,Pinus virginiana,Active,14
10256,2012-10-29,PIVI,Virginia pine,12.2,30,18,15,Pinus virginiana,Active,9
10257,2012-10-29,PIVI,Virginia pine,11.9,40,19,24,Pinus virginiana,Active,12
10258,2012-10-29,PIVI,Virginia pine,11.6,37,18,14,Pinus virginiana,Active,9
10259,2012-10-29,PIVI,Virginia pine,5.9,38,6,7,Pinus virginiana,Active,4
10260,2012-10-29,ILOP,American holly,5.2,23,12,6,Ilex opaca,Active,6
10261,2012-10-29,ILOP,American holly,3.1,18,10,10,Ilex opaca,Active,5
10262,2012-10-29,ILOP,American holly,3.6,23,-1,-1,Ilex opaca,Active,4
10263,2012-10-29,ILOP,American holly,1.8,24,14,10,Ilex opaca,Active,7
10264,2012-10-29,QUNI,Water oak,15.9,47,36,31,Quercus nigra,Active,18
10265,2012-10-29,ILOP,American holly,1.8,16,-1,-1,Ilex opaca,Active,2
10266,2012-10-29,ILOP,American holly,2,14,-1,-1,Ilex opaca,Active,2
10267,2012-10-29,ILOP,American holly,5,25,15,16,Ilex opaca,Active,8
10268,2012-10-29,CELA,Sugarberry,8,42,29,19,Celtis laevigata,Active,14
10269,2012-10-29,CELA,Sugarberry,2.1,17,12,9,Celtis laevigata,Active,6
10270,2012-10-29,PIVI,Virginia pine,9.6,41,16,22,Pinus virginiana,Active,11
10271,2012-10-29,PRCA,Carolina laurelcherry,1.5,14,8,6,Prunus caroliniana,Active,4
10272,2012-10-29,PIVI,Virginia pine,22,46,32,27,Pinus virginiana,Active,16
10273,2012-10-29,ILOP,American holly,2.3,18,12,23,Ilex opaca,Active,12
10274,2012-10-29,ILOP,American holly,2,18,-1,-1,Ilex opaca,Active,2
10275,2012-10-29,ILOP,American holly,1.5,16,-1,-1,Ilex opaca,Active,2
10276,2012-10-29,ILOP,American holly,3,21,16,14,Ilex opaca,Active,8
10277,2012-10-29,LAIN,Common crapemyrtle,1.6,8,4,5,Lagerstroemia indica,Active,2
10278,2012-10-29,ILOP,American holly,1.7,20,-1,-1,Ilex opaca,Active,2
10279,2012-10-29,ILOP,American holly,2.1,22,6,14,Ilex opaca,Active,7
10280,2012-10-29,ULAM,American elm,3.2,19,16,15,Ulmus americana,Active,8
10281,2012-10-29,PRCA,Carolina laurelcherry,1.2,13,6,5,Prunus caroliniana,Active,3
10282,2012-10-29,PIVI,Virginia pine,20,38,20,21,Pinus virginiana,Active,10
10283,2012-10-29,ILOP,American holly,3,22,-1,-1,Ilex opaca,Active,3
10284,2012-10-29,ILOP,American holly,2.4,23,11,8,Ilex opaca,Active,6
10285,2012-10-29,QUNI,Water oak,1.9,22,11,9,Quercus nigra,Active,6
10286,2012-10-29,ACRU,Red maple,14.7,39,40,38,Acer rubrum,Active,20
10287,2012-10-29,ILOP,American holly,3.1,19,11,10,Ilex opaca,Active,6
10288,2012-10-29,ILOP,American holly,2.3,25,9,13,Ilex opaca,Active,6
10289,2012-10-29,ILOP,American holly,3.2,23,12,12,Ilex opaca,Active,6
10290,2012-10-29,ILOP,American holly,1.9,13,9,8,Ilex opaca,Active,4
10291,2012-10-29,ILOP,American holly,3.6,14,11,6,Ilex opaca,Active,6
10292,2012-10-29,ILOP,American holly,1.7,14,9,6,Ilex opaca,Active,4
10293,2012-10-29,ILOP,American holly,1.6,8,4,5,Ilex opaca,Active,2
10294,2012-10-29,ILOP,American holly,2.1,15,10,12,Ilex opaca,Active,6
10295,2012-10-29,ILOP,American holly,3.5,12,6,6,Ilex opaca,Active,3
10296,2012-10-29,ILOP,American holly,2.2,11,10,11,Ilex opaca,Active,6
10297,2012-10-29,QUNI,Water oak,1.8,20,11,10,Quercus nigra,Active,6
10298,2012-10-29,QUNI,Water oak,2.1,22,12,12,Quercus nigra,Active,6
10299,2012-10-29,ILOP,American holly,2.4,13,6,4,Ilex opaca,Active,3
10300,2012-10-29,QUNI,Water oak,7.5,35,25,26,Quercus nigra,Active,13
10301,2012-10-29,ILOP,American holly,3,16,4,6,Ilex opaca,Active,3
10302,2012-10-29,ACSA2,Sugar maple,13.5,41,34,29,Acer saccharum,Active,17
10303,2012-10-29,ILOP,American holly,2.1,12,9,11,Ilex opaca,Active,6
10304,2012-10-29,ILOP,American holly,3,15,5,5,Ilex opaca,Active,2
10305,2012-10-29,QUNI,Water oak,1.9,19,10,11,Quercus nigra,Active,6
10306,2012-10-29,ILOP,American holly,3,17,11,10,Ilex opaca,Active,6
10307,2012-10-29,ILOP,American holly,2.3,11,6,7,Ilex opaca,Active,4
10308,2012-10-29,QUNI,Water oak,2.4,21,8,8,Quercus nigra,Active,4
